id_apto,cc_postulado,fecha,ocupacion,interes,estado
7919451,1120860409,2023-01-01,Otra,Apartamento completo,pendiente
7226313,1641510333,2023-01-23,Docente,Apartamento completo,pendiente
7969204,1832326138,2023-02-05,Docente,Apartamento completo,pendiente
7959691,1565106740,2022-12-19,Otra,Habitación,pendiente
7902143,1617578488,2022-11-11,Colaborador,Apartamento completo,pendiente
7865032,1825245116,2022-12-14,Otra,Habitación,pendiente
7943309,1222885270,2023-03-14,Estudiante,Habitación,pendiente
7945513,1232001121,2022-11-29,Estudiante,Apartamento completo,pendiente
7631429,1474904726,2023-01-22,Colaborador,Apartamento completo,pendiente
7781541,1982570841,2023-03-05,Otra,Habitación,pendiente
7966739,1819509359,2023-01-30,Estudiante,Habitación,pendiente
7807327,1602848646,2023-01-17,Docente,Habitación,pendiente
7959316,1951362168,2023-01-06,Estudiante,Apartamento completo,pendiente
7540633,1604791202,2023-02-21,Docente,Habitación,pendiente
7932718,1115642200,2023-01-10,Estudiante,Apartamento completo,pendiente
7949569,1183677418,2022-11-16,Docente,Apartamento completo,pendiente
7884446,1779250419,2022-11-19,Otra,Habitación,pendiente
7857327,1876361101,2022-12-21,Otra,Habitación,pendiente
7954789,1757261168,2023-01-03,Colaborador,Apartamento completo,pendiente
7774920,1657976777,2022-12-17,Colaborador,Habitación,pendiente
7945605,1345896556,2023-02-17,Colaborador,Apartamento completo,pendiente
7842141,1847490748,2022-12-17,Docente,Habitación,pendiente
7948739,1093062573,2022-12-09,Otra,Apartamento completo,pendiente
7966173,1446681417,2023-02-24,Docente,Apartamento completo,pendiente
7772896,1470835084,2022-12-11,Otra,Habitación,pendiente
7870819,1754156113,2022-11-14,Docente,Habitación,pendiente
7968106,1946128650,2023-01-21,Otra,Apartamento completo,pendiente
7910114,1799574756,2023-01-27,Estudiante,Apartamento completo,pendiente
7959833,1503973482,2022-11-12,Estudiante,Habitación,pendiente
7972007,1418035384,2022-12-26,Otra,Apartamento completo,pendiente
7942353,1991146854,2023-01-03,Colaborador,Habitación,pendiente
7556867,1945272066,2022-12-19,Colaborador,Apartamento completo,pendiente
7922162,1837135666,2023-02-08,Colaborador,Apartamento completo,pendiente
7970729,1924098001,2022-11-27,Estudiante,Apartamento completo,pendiente
7962220,1204495038,2023-03-09,Docente,Habitación,pendiente
7566635,1022800773,2023-02-18,Estudiante,Apartamento completo,pendiente
7919817,1652596592,2023-01-24,Docente,Habitación,pendiente
6940389,1063432946,2022-12-22,Otra,Habitación,pendiente
7861041,1138319875,2023-03-07,Colaborador,Apartamento completo,pendiente
7954106,1908880291,2023-03-11,Colaborador,Habitación,pendiente
7135136,1102984606,2022-11-28,Docente,Habitación,pendiente
7064632,1141418144,2023-02-01,Estudiante,Habitación,pendiente
7506906,1306313928,2023-03-03,Estudiante,Habitación,pendiente
7864655,1314955985,2023-02-22,Estudiante,Habitación,pendiente
7376376,1179577498,2023-01-22,Estudiante,Apartamento completo,pendiente
7901821,1955306550,2022-12-01,Colaborador,Habitación,pendiente
7974471,1700388506,2023-02-25,Docente,Habitación,pendiente
5875772,1968206335,2022-11-01,Colaborador,Apartamento completo,pendiente
7965969,1324476670,2022-11-11,Estudiante,Apartamento completo,pendiente
7935892,1281370346,2023-02-21,Docente,Apartamento completo,pendiente
7341923,1459945829,2022-11-18,Estudiante,Habitación,pendiente
7965969,1208152155,2023-02-05,Colaborador,Apartamento completo,pendiente
7947502,1896266832,2023-01-22,Otra,Habitación,pendiente
7936517,1158518571,2023-02-16,Docente,Apartamento completo,pendiente
7960203,1446581602,2023-03-14,Otra,Habitación,pendiente
7938854,1272350646,2023-03-07,Estudiante,Habitación,pendiente
7956290,1191295163,2022-11-13,Otra,Apartamento completo,pendiente
7932402,1485874439,2022-12-20,Otra,Habitación,pendiente
7954378,1463403855,2023-01-01,Estudiante,Apartamento completo,pendiente
7893419,1411511945,2023-03-13,Docente,Habitación,pendiente
7915072,1798924618,2023-03-14,Estudiante,Apartamento completo,pendiente
7966337,1835593495,2023-02-04,Docente,Apartamento completo,pendiente
10025907,1023523317,2023-02-18,Colaborador,Apartamento completo,pendiente
7944536,1969275194,2022-12-17,Otra,Apartamento completo,pendiente
7135136,1728668224,2022-12-28,Colaborador,Habitación,pendiente
7974549,1802771708,2023-01-15,Colaborador,Apartamento completo,pendiente
5598675,1916918276,2023-02-13,Estudiante,Habitación,pendiente
7954116,1570819136,2023-01-27,Estudiante,Habitación,pendiente
7924803,1534176687,2022-12-11,Otra,Apartamento completo,pendiente
7930165,1532445638,2022-11-01,Estudiante,Apartamento completo,pendiente
7883741,1970299169,2023-02-05,Docente,Apartamento completo,pendiente
7960038,1549372155,2023-02-27,Colaborador,Apartamento completo,pendiente
7943375,1351462909,2022-11-02,Otra,Habitación,pendiente
7952575,1448750354,2023-01-20,Docente,Habitación,pendiente
7901560,1976705749,2023-02-21,Docente,Habitación,pendiente
7961920,1883859276,2023-02-02,Docente,Habitación,pendiente
7966511,1118534105,2022-12-16,Colaborador,Habitación,pendiente
7893405,1109772436,2023-02-15,Otra,Apartamento completo,pendiente
7967782,1174623374,2023-01-06,Docente,Apartamento completo,pendiente
7683067,1412532344,2023-02-01,Docente,Habitación,pendiente
7869115,1161835404,2022-12-09,Colaborador,Apartamento completo,pendiente
7942380,1017062266,2022-11-12,Otra,Habitación,pendiente
7950244,1726223069,2022-12-17,Otra,Apartamento completo,pendiente
7621197,1467361963,2023-03-03,Otra,Habitación,pendiente
7961618,1916535906,2023-02-08,Colaborador,Apartamento completo,pendiente
7957760,1280460597,2023-01-16,Estudiante,Apartamento completo,pendiente
7683139,1503209174,2022-12-18,Estudiante,Apartamento completo,pendiente
7966101,1001113639,2023-02-22,Estudiante,Habitación,pendiente
7972281,1963060319,2023-01-02,Estudiante,Habitación,pendiente
7938463,1713809517,2023-02-27,Docente,Apartamento completo,pendiente
7950530,1415492087,2023-03-12,Otra,Apartamento completo,pendiente
5210744,1125606824,2023-01-29,Otra,Apartamento completo,pendiente
7805259,1113171391,2022-12-10,Estudiante,Habitación,pendiente
7917124,1010671190,2023-01-26,Otra,Apartamento completo,pendiente
7966144,1423370042,2023-02-24,Otra,Apartamento completo,pendiente
7908433,1506754552,2023-02-17,Estudiante,Habitación,pendiente
7872908,1544034686,2022-11-30,Colaborador,Habitación,pendiente
7946654,1373831425,2022-11-17,Colaborador,Apartamento completo,pendiente
7928468,1959224832,2022-12-05,Otra,Apartamento completo,pendiente
7942365,1934528387,2023-03-01,Otra,Habitación,pendiente
7939292,1897944028,2023-02-01,Colaborador,Apartamento completo,pendiente
7920590,1193974327,2023-02-12,Colaborador,Habitación,pendiente
7969791,1043268625,2023-01-01,Docente,Habitación,pendiente
7934212,1366140989,2023-03-01,Colaborador,Apartamento completo,pendiente
7960735,1560930093,2022-12-25,Estudiante,Apartamento completo,pendiente
7960328,1841420672,2022-12-28,Otra,Habitación,pendiente
7883063,1357307333,2023-01-26,Docente,Apartamento completo,pendiente
7965858,1650168587,2022-12-17,Otra,Apartamento completo,pendiente
7942375,1127504378,2023-02-20,Otra,Apartamento completo,pendiente
7544372,1473685339,2022-11-16,Estudiante,Habitación,pendiente
7951700,1177650779,2022-12-31,Estudiante,Apartamento completo,pendiente
7865877,1608080153,2023-01-08,Otra,Habitación,pendiente
7227052,1779695463,2023-01-22,Otra,Apartamento completo,pendiente
7934191,1072260414,2023-02-07,Colaborador,Habitación,pendiente
7506906,1572053259,2023-02-01,Docente,Apartamento completo,pendiente
7969920,1070301678,2023-01-27,Colaborador,Apartamento completo,pendiente
7936162,1786040962,2023-02-23,Colaborador,Habitación,pendiente
5739538,1636901519,2023-02-22,Docente,Habitación,pendiente
7677567,1772952160,2023-01-11,Estudiante,Habitación,pendiente
7942859,1782054853,2022-11-04,Docente,Habitación,pendiente
7947691,1475421101,2022-11-15,Colaborador,Apartamento completo,pendiente
7955490,1531867981,2023-03-04,Otra,Habitación,pendiente
7850348,1488790801,2023-01-25,Colaborador,Habitación,pendiente
7867714,1657523051,2022-11-30,Estudiante,Habitación,pendiente
7653862,1624393616,2022-11-27,Docente,Apartamento completo,pendiente
7939835,1572008078,2023-01-05,Estudiante,Habitación,pendiente
7966739,1945449029,2022-11-25,Colaborador,Habitación,pendiente
7972725,1886775603,2022-11-27,Docente,Apartamento completo,pendiente
7848995,1346639755,2022-12-09,Otra,Apartamento completo,pendiente
7819241,1023630432,2022-11-20,Docente,Habitación,pendiente
7754773,1627881931,2023-02-05,Docente,Habitación,pendiente
7919182,1093358596,2023-01-12,Colaborador,Habitación,pendiente
7945605,1813601111,2023-01-03,Docente,Habitación,pendiente
7973471,1766101165,2023-03-03,Otra,Habitación,pendiente
7929707,1422382948,2023-02-13,Estudiante,Habitación,pendiente
7728992,1537634433,2023-01-23,Colaborador,Apartamento completo,pendiente
7938604,1763490732,2023-02-26,Colaborador,Habitación,pendiente
7831439,1497925577,2022-11-21,Colaborador,Habitación,pendiente
7888585,1899601112,2022-12-19,Estudiante,Habitación,pendiente
7492943,1195813048,2023-02-13,Colaborador,Apartamento completo,pendiente
7886184,1243687123,2023-01-03,Docente,Habitación,pendiente
7919817,1673762667,2023-01-08,Docente,Apartamento completo,pendiente
7728992,1611565177,2023-01-17,Colaborador,Habitación,pendiente
7941919,1377329324,2022-12-07,Estudiante,Habitación,pendiente
7953954,1020772913,2023-01-21,Docente,Apartamento completo,pendiente
7919766,1723454591,2023-02-06,Colaborador,Apartamento completo,pendiente
7930165,1881993002,2022-11-29,Estudiante,Apartamento completo,pendiente
7707295,1382869145,2023-01-08,Estudiante,Apartamento completo,pendiente
7969983,1275187855,2022-11-18,Estudiante,Apartamento completo,pendiente
7896896,1658304511,2023-03-05,Colaborador,Habitación,pendiente
7919797,1891813965,2022-11-02,Otra,Apartamento completo,pendiente
7755079,1401071617,2023-03-03,Docente,Apartamento completo,pendiente
7856694,1298699724,2023-03-11,Docente,Habitación,pendiente
7776540,1488665767,2023-03-11,Otra,Habitación,pendiente
7948739,1253664275,2022-11-13,Estudiante,Habitación,pendiente
7934191,1220568852,2022-11-02,Colaborador,Habitación,pendiente
7957544,1984308433,2023-02-13,Colaborador,Habitación,pendiente
7272362,1980151080,2022-12-04,Docente,Apartamento completo,pendiente
7966714,1402475378,2022-11-14,Otra,Habitación,pendiente
6795119,1629621667,2023-01-07,Otra,Apartamento completo,pendiente
7939700,1708731899,2023-01-23,Estudiante,Habitación,pendiente
7943283,1415022277,2023-01-08,Colaborador,Apartamento completo,pendiente
7935892,1670985318,2022-11-22,Estudiante,Apartamento completo,pendiente
7928363,1422659533,2023-02-24,Docente,Habitación,pendiente
7968329,1437356338,2023-03-04,Estudiante,Apartamento completo,pendiente
7803573,1566690035,2023-02-11,Docente,Habitación,pendiente
7966519,1376215928,2022-12-25,Estudiante,Habitación,pendiente
7942376,1174380403,2022-12-19,Otra,Habitación,pendiente
7961727,1676519463,2023-01-14,Docente,Habitación,pendiente
7953954,1178918209,2023-01-11,Colaborador,Habitación,pendiente
7956476,1874262748,2022-12-03,Estudiante,Apartamento completo,pendiente
7707295,1921079818,2022-12-07,Colaborador,Apartamento completo,pendiente
7952007,1073460163,2022-11-15,Colaborador,Habitación,pendiente
7741504,1040187497,2022-11-03,Docente,Habitación,pendiente
7961623,1850363925,2023-01-21,Colaborador,Habitación,pendiente
7668519,1356077038,2023-03-15,Docente,Apartamento completo,pendiente
6880068,1394414097,2023-01-29,Otra,Habitación,pendiente
7947943,1279651549,2022-11-29,Otra,Apartamento completo,pendiente
7125036,1217635119,2023-03-10,Docente,Habitación,pendiente
7942376,1029421483,2023-03-02,Docente,Habitación,pendiente
7387828,1512469175,2022-12-16,Colaborador,Habitación,pendiente
7961021,1430999658,2022-11-25,Colaborador,Habitación,pendiente
7661861,1807370945,2022-11-20,Otra,Apartamento completo,pendiente
7966165,1458106085,2022-12-28,Colaborador,Apartamento completo,pendiente
7506906,1481418879,2022-11-04,Otra,Habitación,pendiente
7912673,1744417760,2023-02-18,Estudiante,Apartamento completo,pendiente
10038696,1330686086,2023-02-19,Estudiante,Apartamento completo,pendiente
7952696,1194283718,2022-12-18,Otra,Apartamento completo,pendiente
7961727,1524781992,2023-03-12,Estudiante,Apartamento completo,pendiente
7950961,1275670275,2023-01-21,Estudiante,Habitación,pendiente
7165567,1553277152,2023-02-17,Colaborador,Apartamento completo,pendiente
7080318,1550684378,2022-12-20,Otra,Apartamento completo,pendiente
7947154,1116336078,2022-11-18,Docente,Habitación,pendiente
7948047,1880122527,2022-12-04,Colaborador,Apartamento completo,pendiente
7040009,1346389623,2023-03-09,Estudiante,Habitación,pendiente
7911997,1128539065,2023-01-21,Docente,Apartamento completo,pendiente
7965763,1491298572,2023-01-04,Estudiante,Habitación,pendiente
7893405,1481944101,2022-11-09,Colaborador,Habitación,pendiente
7788288,1087001734,2022-11-16,Docente,Apartamento completo,pendiente
7125039,1879595032,2023-02-14,Docente,Apartamento completo,pendiente
7947659,1824897519,2023-03-14,Docente,Apartamento completo,pendiente
7960203,1865560130,2023-02-01,Docente,Habitación,pendiente
7272362,1758497132,2023-01-12,Colaborador,Apartamento completo,pendiente
7933026,1672986109,2023-02-01,Docente,Habitación,pendiente
7852276,1163370030,2022-12-27,Otra,Habitación,pendiente
7969077,1842193727,2023-02-22,Docente,Apartamento completo,pendiente
7854815,1173099715,2023-02-18,Colaborador,Apartamento completo,pendiente
7918950,1476594206,2022-12-06,Docente,Apartamento completo,pendiente
7177566,1922781516,2023-03-03,Estudiante,Habitación,pendiente
7942707,1666926590,2022-12-28,Docente,Apartamento completo,pendiente
7968237,1023135132,2023-01-20,Docente,Apartamento completo,pendiente
7431625,1648788375,2023-02-04,Estudiante,Habitación,pendiente
7934634,1918353719,2023-01-26,Estudiante,Habitación,pendiente
7960097,1764051649,2022-12-02,Colaborador,Apartamento completo,pendiente
7901730,1065242253,2022-12-05,Colaborador,Apartamento completo,pendiente
7757613,1675893091,2022-12-06,Colaborador,Apartamento completo,pendiente
7935394,1004829883,2023-01-01,Docente,Habitación,pendiente
3890289,1225700887,2022-11-03,Otra,Apartamento completo,pendiente
7910114,1216527391,2023-01-23,Docente,Apartamento completo,pendiente
7970223,1110676850,2022-11-05,Colaborador,Habitación,pendiente
7965021,1139060037,2023-02-23,Colaborador,Apartamento completo,pendiente
7860635,1083699393,2023-02-26,Otra,Habitación,pendiente
7886184,1213723429,2022-12-26,Otra,Habitación,pendiente
7966204,1452091644,2022-12-12,Otra,Apartamento completo,pendiente
7953954,1440434677,2023-02-26,Estudiante,Habitación,pendiente
6806478,1778407322,2023-01-15,Docente,Apartamento completo,pendiente
7449455,1737594820,2023-02-07,Colaborador,Apartamento completo,pendiente
7532276,1386677613,2023-02-08,Colaborador,Apartamento completo,pendiente
7949990,1408151343,2023-01-10,Colaborador,Apartamento completo,pendiente
7958464,1878453377,2023-01-12,Otra,Habitación,pendiente
7947691,1597462237,2023-02-13,Estudiante,Apartamento completo,pendiente
7689670,1794964140,2022-11-07,Docente,Habitación,pendiente
7973989,1044097215,2023-03-10,Colaborador,Habitación,pendiente
7926405,1503367801,2023-02-05,Docente,Habitación,pendiente
7958115,1938209316,2023-01-25,Docente,Apartamento completo,pendiente
7836117,1582807837,2023-02-22,Docente,Habitación,pendiente
7887131,1576355711,2022-11-22,Estudiante,Apartamento completo,pendiente
7440382,1750686449,2023-03-04,Otra,Apartamento completo,pendiente
7019858,1564222593,2023-01-16,Docente,Habitación,pendiente
7850348,1425594438,2023-01-10,Colaborador,Apartamento completo,pendiente
7261065,1785584908,2022-11-16,Docente,Apartamento completo,pendiente
7492869,1844119947,2022-11-25,Colaborador,Apartamento completo,pendiente
7708063,1711247701,2022-11-14,Colaborador,Habitación,pendiente
7854345,1484545139,2022-11-22,Otra,Habitación,pendiente
6977641,1907339725,2023-02-24,Docente,Apartamento completo,pendiente
7648593,1982049239,2023-02-02,Docente,Habitación,pendiente
10025907,1406398545,2023-03-11,Otra,Apartamento completo,pendiente
7890956,1994752405,2023-01-08,Colaborador,Apartamento completo,pendiente
7741588,1774360372,2022-11-30,Docente,Habitación,pendiente
7966762,1792953674,2023-02-21,Estudiante,Apartamento completo,pendiente
7227052,1874878386,2023-02-03,Otra,Apartamento completo,pendiente
7969080,1175171738,2022-12-13,Estudiante,Apartamento completo,pendiente
7942357,1949330576,2023-01-10,Estudiante,Habitación,pendiente
7545550,1589568187,2022-11-21,Docente,Apartamento completo,pendiente
7963331,1763662046,2022-12-20,Docente,Apartamento completo,pendiente
7914598,1435676367,2022-12-24,Estudiante,Apartamento completo,pendiente
7907281,1072263450,2022-11-28,Estudiante,Apartamento completo,pendiente
7668519,1465050642,2023-03-12,Docente,Habitación,pendiente
7022490,1371832739,2023-03-11,Otra,Habitación,pendiente
7851707,1031835889,2023-01-20,Estudiante,Apartamento completo,pendiente
7933311,1168534466,2023-02-04,Otra,Apartamento completo,pendiente
7930165,1656054249,2023-03-02,Estudiante,Habitación,pendiente
7777314,1210431386,2022-11-05,Colaborador,Habitación,pendiente
7958464,1037472524,2023-01-24,Estudiante,Habitación,pendiente
7957707,1924760540,2023-02-18,Otra,Apartamento completo,pendiente
7894550,1633658475,2023-03-07,Otra,Apartamento completo,pendiente
7326180,1217688058,2023-01-02,Docente,Apartamento completo,pendiente
7794988,1434105192,2023-01-08,Docente,Apartamento completo,pendiente
7966511,1911406099,2023-03-09,Estudiante,Habitación,pendiente
7256605,1897088480,2023-02-21,Docente,Habitación,pendiente
7958563,1102335547,2023-02-27,Colaborador,Apartamento completo,pendiente
5875772,1685477543,2022-12-02,Docente,Apartamento completo,pendiente
7948047,1114705758,2023-01-05,Otra,Habitación,pendiente
7971517,1592986719,2022-11-24,Docente,Habitación,pendiente
7889603,1393622456,2022-12-19,Otra,Habitación,pendiente
7959691,1964856695,2023-03-14,Estudiante,Habitación,pendiente
7942109,1967910797,2022-12-24,Docente,Apartamento completo,pendiente
7902145,1008740765,2023-02-06,Docente,Apartamento completo,pendiente
5739538,1763208390,2022-12-17,Otra,Habitación,pendiente
7492869,1312372011,2022-11-03,Docente,Apartamento completo,pendiente
7869115,1245025230,2022-11-21,Otra,Habitación,pendiente
7954794,1016242033,2022-11-23,Colaborador,Apartamento completo,pendiente
7842141,1680844550,2023-01-20,Colaborador,Apartamento completo,pendiente
7926405,1146020005,2022-12-27,Colaborador,Habitación,pendiente
10022218,1212996645,2023-02-15,Docente,Habitación,pendiente
7930165,1156279672,2023-03-13,Docente,Apartamento completo,pendiente
7959409,1393074160,2022-12-19,Estudiante,Apartamento completo,pendiente
7544372,1923112318,2022-12-31,Otra,Habitación,pendiente
7947571,1737063943,2022-11-11,Otra,Habitación,pendiente
7777300,1550742397,2023-03-09,Colaborador,Apartamento completo,pendiente
7917768,1881737627,2023-03-09,Colaborador,Habitación,pendiente
7870042,1268498949,2022-11-23,Estudiante,Apartamento completo,pendiente
7952956,1281166537,2022-11-03,Colaborador,Apartamento completo,pendiente
7959550,1938642672,2023-03-07,Estudiante,Habitación,pendiente
7932866,1797091736,2023-02-03,Docente,Apartamento completo,pendiente
7970190,1065072929,2023-01-10,Otra,Habitación,pendiente
7891167,1301018534,2022-11-17,Otra,Habitación,pendiente
7941601,1327872003,2023-01-18,Estudiante,Habitación,pendiente
7889240,1165130073,2022-11-03,Colaborador,Habitación,pendiente
7708360,1349130611,2023-01-06,Otra,Apartamento completo,pendiente
3886881,1572222245,2022-11-30,Colaborador,Apartamento completo,pendiente
7959833,1415541879,2023-03-11,Otra,Habitación,pendiente
7022373,1359909552,2023-03-15,Otra,Habitación,pendiente
7931432,1281307938,2023-02-18,Estudiante,Apartamento completo,pendiente
7960493,1369816759,2023-01-16,Otra,Habitación,pendiente
7688206,1922184696,2022-11-12,Estudiante,Apartamento completo,pendiente
7939291,1973349479,2022-11-26,Otra,Habitación,pendiente
7956248,1986250614,2023-02-06,Docente,Apartamento completo,pendiente
6891725,1014728780,2023-01-14,Estudiante,Apartamento completo,pendiente
6553384,1036681261,2022-11-06,Docente,Habitación,pendiente
7912673,1279823780,2022-11-15,Colaborador,Apartamento completo,pendiente
7951177,1372190407,2023-01-29,Otra,Habitación,pendiente
7974676,1258658460,2022-11-04,Otra,Habitación,pendiente
7681924,1521958613,2022-11-03,Docente,Habitación,pendiente
3595534,1932503816,2023-01-29,Otra,Habitación,pendiente
10033406,1893074284,2023-01-31,Otra,Habitación,pendiente
7966927,1240746669,2022-12-27,Colaborador,Apartamento completo,pendiente
7959550,1872634738,2023-01-06,Docente,Habitación,pendiente
7958852,1495044620,2023-03-12,Otra,Habitación,pendiente
7952741,1326785547,2022-11-07,Otra,Habitación,pendiente
7974549,1164771008,2023-03-05,Docente,Habitación,pendiente
6803729,1845825406,2023-02-12,Otra,Apartamento completo,pendiente
7080318,1591580417,2022-11-03,Docente,Apartamento completo,pendiente
7743073,1120414279,2023-02-01,Estudiante,Habitación,pendiente
7891167,1735242159,2023-03-12,Estudiante,Apartamento completo,pendiente
7937038,1278956378,2023-02-27,Docente,Habitación,pendiente
6557181,1564075898,2023-01-24,Otra,Apartamento completo,pendiente
7808507,1938408081,2023-01-08,Otra,Habitación,pendiente
7969564,1192330670,2022-12-19,Otra,Apartamento completo,pendiente
7708063,1479846468,2023-02-17,Otra,Habitación,pendiente
7972945,1020776170,2022-12-25,Otra,Habitación,pendiente
7965029,1006263294,2022-11-09,Estudiante,Apartamento completo,pendiente
7850348,1952493131,2023-03-05,Colaborador,Habitación,pendiente
7968212,1999492112,2023-02-17,Colaborador,Habitación,pendiente
5598675,1466952288,2022-12-09,Colaborador,Apartamento completo,pendiente
7958519,1283983429,2023-03-13,Otra,Apartamento completo,pendiente
7967657,1634772304,2022-12-28,Colaborador,Habitación,pendiente
7893419,1684982973,2023-02-05,Otra,Habitación,pendiente
7954147,1453330688,2023-01-28,Otra,Apartamento completo,pendiente
7953954,1023571588,2023-01-28,Docente,Apartamento completo,pendiente
7484253,1879482491,2023-03-12,Docente,Apartamento completo,pendiente
7962263,1579153636,2023-01-29,Estudiante,Apartamento completo,pendiente
7261065,1040911801,2023-02-02,Otra,Habitación,pendiente
3595524,1795197152,2023-02-09,Otra,Habitación,pendiente
6991276,1387094718,2023-02-27,Estudiante,Apartamento completo,pendiente
7955206,1777328580,2023-02-06,Otra,Habitación,pendiente
7950530,1759097439,2023-01-13,Otra,Habitación,pendiente
7960841,1882028404,2022-11-24,Otra,Apartamento completo,pendiente
7965021,1986727258,2023-02-03,Colaborador,Apartamento completo,pendiente
6530018,1922896719,2023-02-25,Otra,Apartamento completo,pendiente
7494196,1743991957,2022-12-25,Colaborador,Habitación,pendiente
7920371,1727774118,2023-02-24,Colaborador,Habitación,pendiente
6562799,1949500953,2022-11-13,Docente,Apartamento completo,pendiente
7973989,1763884072,2022-12-10,Docente,Apartamento completo,pendiente
7884186,1967856676,2023-01-05,Otra,Apartamento completo,pendiente
7788288,1035289866,2023-01-30,Colaborador,Habitación,pendiente
7932182,1132580830,2023-03-05,Otra,Habitación,pendiente
7867714,1988238055,2022-12-04,Estudiante,Habitación,pendiente
7942355,1135064124,2022-11-05,Colaborador,Habitación,pendiente
7951833,1483464498,2022-11-27,Otra,Habitación,pendiente
7936927,1036121956,2023-03-14,Estudiante,Habitación,pendiente
7963498,1275455076,2023-03-10,Otra,Habitación,pendiente
7969879,1777565069,2023-01-05,Docente,Apartamento completo,pendiente
7969328,1492991104,2022-12-19,Otra,Habitación,pendiente
7939410,1285399222,2022-11-29,Colaborador,Habitación,pendiente
7959560,1098610307,2023-01-23,Otra,Apartamento completo,pendiente
7959167,1994153292,2023-01-07,Otra,Habitación,pendiente
7905447,1859916957,2023-02-07,Colaborador,Apartamento completo,pendiente
6977664,1569918925,2023-02-04,Estudiante,Habitación,pendiente
10019413,1723888853,2022-12-09,Otra,Apartamento completo,pendiente
7704371,1188654883,2022-12-28,Otra,Habitación,pendiente
7902141,1263886485,2022-11-28,Docente,Apartamento completo,pendiente
7854471,1862652794,2022-12-05,Otra,Habitación,pendiente
4703780,1899561065,2023-02-02,Estudiante,Apartamento completo,pendiente
7950778,1551898525,2022-11-01,Colaborador,Apartamento completo,pendiente
7080162,1113645770,2023-03-01,Otra,Apartamento completo,pendiente
7910114,1668160962,2022-12-12,Colaborador,Apartamento completo,pendiente
7972580,1327573526,2023-01-14,Otra,Habitación,pendiente
7926405,1942918501,2023-03-11,Estudiante,Apartamento completo,pendiente
7942829,1155933697,2023-01-11,Colaborador,Apartamento completo,pendiente
7821841,1387787941,2022-12-31,Docente,Apartamento completo,pendiente
7919797,1727928204,2022-11-21,Colaborador,Apartamento completo,pendiente
7923210,1844132879,2022-11-08,Docente,Apartamento completo,pendiente
7966204,1004331046,2023-02-20,Otra,Apartamento completo,pendiente
6799315,1837614462,2022-12-30,Otra,Apartamento completo,pendiente
7947502,1318863164,2023-01-13,Docente,Habitación,pendiente
7964913,1923650583,2022-11-20,Otra,Habitación,pendiente
7965318,1609175649,2023-01-13,Estudiante,Apartamento completo,pendiente
7868215,1273452139,2023-03-03,Colaborador,Habitación,pendiente
7969080,1390788971,2023-03-15,Colaborador,Apartamento completo,pendiente
7532276,1086141992,2023-01-10,Colaborador,Habitación,pendiente
7957607,1409154836,2022-12-23,Otra,Habitación,pendiente
7934140,1071972512,2022-11-02,Otra,Apartamento completo,pendiente
7924852,1086710703,2023-01-06,Docente,Apartamento completo,pendiente
7683133,1918276720,2023-03-09,Colaborador,Habitación,pendiente
6977347,1505675458,2022-11-10,Estudiante,Apartamento completo,pendiente
7959316,1999308234,2023-01-29,Docente,Apartamento completo,pendiente
7938854,1645975226,2023-02-02,Colaborador,Apartamento completo,pendiente
7865876,1678424917,2023-01-15,Docente,Apartamento completo,pendiente
7974895,1590529471,2023-01-27,Otra,Habitación,pendiente
7909802,1328204588,2022-11-09,Otra,Habitación,pendiente
7952027,1257398334,2022-11-12,Docente,Habitación,pendiente
7888112,1273025820,2023-01-31,Colaborador,Habitación,pendiente
7331886,1091054583,2023-03-08,Docente,Habitación,pendiente
7942380,1058488879,2022-11-21,Docente,Habitación,pendiente
5713143,1373430825,2023-01-23,Docente,Apartamento completo,pendiente
7954378,1047604572,2022-12-06,Colaborador,Habitación,pendiente
7948454,1347972027,2023-01-26,Otra,Apartamento completo,pendiente
7233111,1011024184,2023-03-03,Colaborador,Habitación,pendiente
7886089,1804507434,2022-12-08,Otra,Apartamento completo,pendiente
7940548,1969743211,2023-01-16,Colaborador,Apartamento completo,pendiente
7961870,1224956638,2023-03-04,Docente,Habitación,pendiente
7117988,1069959210,2022-12-03,Otra,Apartamento completo,pendiente
7972580,1443335453,2022-12-25,Otra,Apartamento completo,pendiente
7910114,1068434512,2022-12-08,Docente,Apartamento completo,pendiente
7204750,1549030099,2022-12-21,Estudiante,Apartamento completo,pendiente
7956228,1481668727,2022-11-12,Otra,Apartamento completo,pendiente
7179496,1003810283,2022-12-07,Otra,Apartamento completo,pendiente
7774920,1194891277,2023-01-01,Estudiante,Habitación,pendiente
7968092,1548729023,2023-02-27,Docente,Apartamento completo,pendiente
7857848,1195537166,2022-12-29,Otra,Apartamento completo,pendiente
7145655,1242268986,2023-01-06,Colaborador,Habitación,pendiente
7884186,1511891496,2023-02-27,Docente,Apartamento completo,pendiente
7959021,1836633508,2022-12-12,Otra,Apartamento completo,pendiente
7352557,1516347307,2023-01-27,Docente,Habitación,pendiente
7894704,1968166116,2022-11-25,Estudiante,Habitación,pendiente
7972541,1774194737,2023-02-22,Docente,Apartamento completo,pendiente
7958464,1240498732,2023-01-21,Docente,Habitación,pendiente
7145619,1171830094,2023-02-07,Colaborador,Habitación,pendiente
7937441,1376470616,2023-01-18,Colaborador,Apartamento completo,pendiente
